#This file contains tabulated data of a Bacillus subtilis transformation 
#experiment conducted on October 1st, 2015. As this data is still unpublished
#please ensure that it is not released into the wild. 
#
#An IPTG-inducible hyper-competent strain of Bacillus subtilis was incubated
#with varying concentrations of DNA containing a YFP gene whose expression
#is driven by the endogenous CitB promoter. After 1 hour of incubation, the DNA
#was removed from the sample and the cells were allowed to express the YFP for
#one hour at 37 C. Cells were then spread onto agarose pads containing 100µM IPTG
#and imaged under phase-contrast and fluorescence. Cells that were expressing a
#CFP reporter of competence were segmented computationally and the mean pixel
#intensity of each cell was computed. 
#
#Growth conditions = anaerobic (tube growth)
#Data reported = mean pixel values for each segmented cell.
#
0 plasmids/cell,10^1 plasmids/cell,10^2 plasmids/cell,10^3 plasmids/cell,10^4 plasmids/cell,10^5 plasmids/cell
104.12153846153846,104.16043956043956,103.55,105.08952702702703,105.38155802861685,104.87112171837708
103.4295415959253,104.18003273322422,224.58833333333334,103.67336683417085,104.25714285714285,112.7262180974478
103.24343257443083,104.26785714285714,104.59711075441413,105.8069306930693,112.66523605150215,136.97238372093022
104.56188605108055,104.28531855955679,104.78754578754578,103.54573643410853,108.3067331670823,110.06050955414013
105.25,104.33663366336634,102.62903225806451,103.77366255144032,105.01583434835567,107.55964325529543
103.51077586206897,104.62243667068758,106.06331168831169,102.6590909090909,114.94686648501363,108.90057915057915
103.8860544217687,104.08286674132138,103.56126914660831,103.51428571428572,106.23529411764706,281.56591639871385
103.14043583535108,104.57450076804915,105.4,103.96662303664921,133.7378640776699,193.03030303030303
103.72304832713755,104.48586810228802,103.88432267884323,104.58868894601542,110.52132701421802,147.56448598130842
103.5884476534296,103.69626168224299,104.99780701754386,103.31062670299727,106.47070707070706,120.7128116938951
103.67678300455235,104.04452054794521,104.08086253369272,105.17460317460318,413.9957805907173,102.06733167082294
103.63684210526316,104.10819672131147,104.37945205479453,104.92692307692307,105.64224137931035,105.01589825119237
104.87213114754098,105.4419306184012,104.36443148688046,103.4582338902148,113.86741573033707,104.23314606741573
104.18413173652695,104.23970944309927,103.86402966625464,104.24881889763779,175.048,167.98541329011346
103.49263873159683,104.1690340909091,103.30799220272904,103.17745302713988,109.96712328767123,104.87837837837837
104.36992840095465,104.3425,103.99029850746268,104.47611940298508,159.7,104.2248062015504
103.27611940298507,104.53472222222223,103.5519801980198,104.71299435028249,114.52773375594295,104.50094876660341
102.18571428571428,104.58273381294964,103.53943217665615,104.91455696202532,107.72834067547724,103.74853801169591
105.30428134556576,103.54205607476635,104.0,104.27147239263803,105.80159786950732,103.20222929936305
104.24018475750577,103.96030534351145,104.01925722145805,105.08221225710015,103.92069892473118,115.31166912850813
104.6635294117647,104.4375,104.43413729128015,103.73111782477342,103.56739811912226,102.4314024390244
104.11609907120743,104.42162162162163,104.26212121212122,103.21218487394958,128.25330812854443,104.42709677419354
103.25340136054422,103.04079382579934,104.6957928802589,104.17936117936118,104.65021459227468,146.2272069464544
105.32900432900433,104.43453237410073,103.20643939393939,103.88190954773869,115.66,103.17348377997179
104.73092926490985,104.36553945249598,103.3445945945946,102.53598014888337,136.12565445026178,102.85159010600707
104.20775623268698,103.56636005256242,105.13651315789474,103.500693481276,105.95842450765865,131.6908396946565
105.21739130434783,104.85967302452316,104.2,104.15186246418338,110.81584158415842,103.37747035573122
104.49158878504673,104.7459165154265,106.21417322834645,103.68465430016863,113.55866900175131,104.17441860465117
104.26774193548387,104.35314091680814,103.12842105263158,103.86363636363636,106.71768202080237,102.44028520499108
106.10082644628099,105.0,103.24418604651163,103.54669260700389,114.1,103.06318681318682
103.00977653631286,103.062874251497,104.14285714285714,103.75917065390749,161.2467018469657,110.01945525291829
105.59727626459144,103.19275549805951,103.55742725880552,103.95758564437195,105.6188605108055,174.73444444444445
103.47169811320755,104.09555189456343,104.64925373134328,104.4381443298969,108.76845637583892,102.83521444695259
104.71454219030521,105.28930817610063,103.89096573208722,104.77853492333901,107.8199233716475,117.73159509202453
103.4646962233169,103.95785440613027,103.81153846153846,104.73821989528795,106.45301542776998,118.66753246753247
103.14933333333333,104.12026359143327,102.34220532319392,104.14193548387097,109.43973509933775,115.63197586726999
104.06397774687065,105.044,103.84728340675477,105.07430340557275,108.78196500672948,104.02287581699346
103.88020833333333,104.2724609375,104.75862068965517,102.20496894409938,108.74404015056462,120.00910530482977
105.41356382978724,104.04802955665025,104.74273255813954,105.40441176470588,106.66770186335404,198.54831199068684
105.41608391608392,105.14992721979621,103.56586826347305,107.77185185185185,107.66454352441613,105.032722513089
105.31076388888889,104.66470588235295,104.1270207852194,103.48082595870207,105.85539714867618,112.125
104.0873786407767,105.00355029585799,103.36640211640211,103.90527740189445,108.78947368421052,229.28179190751445
106.340830449827,104.58672086720867,105.16190476190476,104.17830609212481,108.3458262350937,128.97590361445782
105.8987108655617,103.6470588235294,104.56782945736434,148.81444759206798,109.39302884615384,145.23262839879155
105.00445765230312,105.42832469775475,104.05555555555556,103.18068965517242,106.76520681265207,128.3512747875354
105.98928571428571,104.3513174404015,103.70802005012531,112.02691218130312,106.12541806020067,130.3896103896104
106.36580086580086,104.9360119047619,104.76358695652173,103.97626582278481,107.8953744493392,107.61783439490446
104.19345238095238,105.25882352941177,104.65086887835703,104.37045454545455,108.96352583586626,134.39540507859735
104.34710743801652,105.63015647226173,105.20236087689713,103.54464285714286,107.88585209003216,354.1815642458101
105.10538641686183,102.22514619883042,104.25190839694656,103.39594594594594,110.76190476190476,130.41391304347826
105.05381944444444,105.76489533011272,103.90252100840335,107.75584795321637,119.80182926829268,106.8768472906404
104.94682230869002,104.53386004514672,104.12968917470525,144.7445109780439,113.97079037800687,142.84035476718404
105.23854447439354,105.72245467224546,105.178125,102.92028985507247,107.80459770114942,106.54100367197063
105.9375,105.44416873449131,105.64807930607188,102.98872180451127,103.63698630136986,117.37200504413619
106.61995249406176,103.68552631578947,104.42911877394636,102.31328320802005,109.61987041036717,109.61275964391692
103.50222882615157,105.63937007874016,104.86322188449849,103.2927400468384,118.8632707774799,125.86780383795309
105.28901734104046,104.07553956834532,104.3354943273906,102.22306525037936,104.925,102.7010752688172
105.6456400742115,105.68913857677903,103.87430167597765,103.62917398945518,105.49300155520996,114.6078697421981
105.37664233576642,103.96277278562259,105.81351351351351,103.51219512195122,105.8336192109777,177.4050343249428
104.14841849148418,104.81047381546135,103.75583203732504,102.52786885245902,109.41411042944786,103.31409168081494
105.89285714285714,104.89077669902913,105.06395348837209,102.30079155672823,105.12760416666667,103.51575931232092
104.84909909909909,105.86976744186046,104.30886426592798,103.97962382445141,107.80163360560093,107.83544303797468
103.2813559322034,105.74407582938389,104.99843993759751,103.46251588310038,107.88449848024317,134.27023121387282
103.83689024390245,104.1415313225058,103.01973684210526,103.27639751552795,240.43399638336348,110.04084720121028
105.49146110056925,105.21805392731535,103.1571194762684,103.45945945945945,111.28822882288229,146.42292490118578
103.98949579831933,104.34192672998643,103.75396825396825,102.70900692840647,105.83280085197018,112.5668202764977
103.90425531914893,105.67486033519553,104.53825136612022,103.6322188449848,161.77626459143968,106.65287049399198
103.66401062416999,105.4860248447205,104.9826224328594,103.41731066460588,107.57113821138212,106.66019417475728
103.42130750605327,106.30609418282549,103.48580968280467,104.04617604617604,106.27684964200478,106.37642045454545
102.85501858736059,105.81686746987951,105.02439024390245,102.40943683409436,108.14738124238733,103.39258114374034
105.71366594360087,104.92787794729543,103.56179775280899,104.10789049919485,116.91097922848665,104.45390070921985
105.30193905817174,104.39033942558747,104.45494186046511,103.55219364599093,109.45364238410596,108.68654434250764
105.67962962962963,104.55791710945802,104.19516407599309,102.67374517374517,104.56451612903226,166.3221153846154
104.31227436823104,105.46471600688469,104.79334916864607,102.97590361445783,107.82991202346041,117.11980033277871
105.10421286031043,105.94635488308116,103.70192307692308,104.12615384615384,112.81350482315112,103.90644753476612
105.66312056737588,103.86269744835965,104.76432078559738,104.78513731825525,104.69705469845722,109.47489539748953
104.8909612625538,106.35714285714286,103.95918367346938,102.84905660377359,108.55984555984556,102.08809523809524
102.92167101827677,103.65656565656566,105.0507880910683,104.21428571428571,109.12153518123668,102.93676814988291
105.12244897959184,104.69907407407408,103.89335180055402,102.72175379426645,109.04405874499332,103.58781869688386
104.896875,105.86796116504854,103.5297619047619,104.51044083526682,107.77325581395348,197.91950886766713
104.08333333333333,105.68899521531101,105.77037037037037,105.28654970760233,111.5872,101.96470588235294
104.72330097087378,104.97604035308953,103.76793248945148,104.4168260038241,150.18637532133675,102.81159420289855
104.48429752066116,106.32669983416253,104.4034749034749,103.84946236559139,107.73088235294118,108.14821428571429
104.72242647058823,105.91570438799076,103.07072691552062,105.14801444043322,108.21724709784411,102.03305785123968
105.1728525980912,105.753125,104.73950795947901,104.52742616033755,108.5425,102.41287878787878
103.8605851979346,104.16360856269114,105.62162162162163,103.22413793103448,106.82808398950131,109.81675977653632
105.76670870113493,106.00763358778626,103.95258019525802,105.36040609137056,109.13650793650794,121.09220985691574
105.38333333333334,104.08305084745763,102.41041666666666,103.85871964679912,108.5632183908046,103.99706744868035
104.78892215568862,103.60093896713614,103.48669201520913,112.22411533420707,108.69150521609538,104.06391478029295
104.20255183413079,105.64024390243902,103.42635658914729,104.18340611353712,124.1324736225088,104.08909730363423
105.75535168195718,106.2080291970803,105.24964739069111,104.13424124513618,103.81818181818181,104.32882011605416
103.78659611992946,106.10239361702128,103.47275922671353,102.86924219910847,109.04065040650407,289.7962085308057
103.9828125,105.80346820809248,105.328125,104.93734939759037,109.26086956521739,105.91583610188262
104.93050193050193,104.58499234303216,105.13930348258707,104.21815286624204,110.63369963369964,106.2089552238806
104.22804532577904,106.46840775063184,105.76709796672829,108.4617067833698,108.58,103.02687140115164
105.68435754189944,105.81265206812652,103.20868113522538,103.83731019522777,109.51162790697674,106.34248554913295
102.9652448657188,105.7676282051282,103.84440227703985,103.09174311926606,108.33333333333333,121.18659658344284
104.42,103.64870689655173,104.41746248294679,104.77398720682302,103.00769230769231,108.66490299823633
104.00313479623824,105.29132947976879,104.31632653061224,103.30200501253132,104.29986962190353,201.76819708846585
104.13267813267814,105.35627530364373,106.12316176470588,103.1470588235294,110.49363057324841,109.81520119225037
104.41134751773049,104.26086956521739,105.51788756388416,103.45442176870748,107.50974025974025,106.6
104.98648648648648,105.21381578947368,105.10110584518168,103.04147465437788,110.88684210526316,113.91168091168092
105.33744221879815,102.91170431211499,106.20030581039755,103.83992805755396,103.9084380610413,113.3562874251497
103.86909090909091,105.52313624678663,106.99477351916376,103.64658634538152,109.70847084708471,107.2891304347826
102.65938069216757,105.74084507042254,103.69632265717675,102.93131313131313,155.0902934537246,119.61769616026712
105.21607142857142,104.55660377358491,105.68685121107266,103.99038461538461,110.51793400286944,109.13598673300166
105.46679316888046,104.70680628272251,103.75561097256858,102.89701492537313,169.18662952646238,108.528
104.70553064275038,104.29787234042553,104.38697318007662,103.19747081712062,104.07217694994179,164.71428571428572
104.26185567010309,105.24096385542168,104.56274509803922,103.70721357850071,110.06802721088435,139.400513478819
103.07165605095541,105.6042496679947,105.9244288224956,104.36918138041733,155.22611036339165,106.05354330708661
103.88436482084691,106.12638888888888,106.45166402535658,103.63047285464098,108.26556776556777,136.81746031746033
104.32281205164993,103.7734375,104.59059233449477,104.39649122807018,103.36080870917574,426.4973821989529
103.58484848484848,104.48870636550308,106.31736526946108,103.44406779661017,108.04222972972973,106.83502538071066
103.63899613899613,102.52476107732407,106.18739352640546,104.41776315789474,111.63191489361702,104.08160237388724
103.3518821603928,104.314453125,105.46010186757215,104.08996539792388,110.18518518518519,102.82953020134228
104.14057971014493,105.11764705882354,106.54100529100529,103.98586572438163,107.79326923076923,140.6289381563594
104.1919191919192,104.42460317460318,104.3577817531306,103.27444253859348,106.46898263027295,110.39236641221375
104.20415224913495,104.47775175644028,103.57281553398059,104.03210272873194,108.76814159292036,107.05006418485237
103.57317073170732,104.01298701298701,102.85872576177286,103.99802761341223,116.58771929824562,103.82888540031396
103.99810964083176,104.49112426035504,106.7389885807504,103.048,226.05788423153692,103.30989583333333
102.82002706359945,105.6049822064057,105.69668874172186,103.60136286201022,103.04205607476635,105.00835322195704
103.20736196319018,105.65160075329567,105.8677536231884,116.82476943346508,103.0083857442348,132.00321543408361
103.18167701863354,106.14893617021276,105.94673539518901,105.93587521663778,103.19301164725458,103.85773480662984
104.65402843601896,105.40536013400335,106.24285714285715,109.1118530884808,103.18811881188118,196.0728476821192
103.52815013404826,105.55305039787798,104.38528138528139,270.4363057324841,103.54048964218455,248.91147132169576
104.72164948453609,103.88455284552846,104.74870017331023,110.92307692307692,104.16101694915254,127.89735614307932
105.5893271461717,104.46767537826685,104.82085889570553,106.46316964285714,102.76649746192894,381.40068104426786
105.23529411764706,105.87692307692308,104.0670731707317,105.62422360248448,107.6231884057971,185.55354449472097
105.0300136425648,104.64285714285714,104.59630606860158,113.86497064579257,106.50966608084359,177.03221083455344
105.28464419475655,105.8760907504363,106.6797520661157,102.8141891891892,101.83780332056195,169.42579075425792
104.77931034482759,106.33564013840831,104.39628482972137,105.80361757105943,106.04705882352941,149.82608695652175
103.67155963302753,106.47083333333333,106.06635071090048,103.00977653631286,101.57002457002457,144.55971896955504
104.19032258064516,104.65977011494253,106.0637813211845,118.67801047120419,106.56503496503497,114.79437869822485
104.5879917184265,102.5922920892495,104.4453125,106.5663082437276,103.69736842105263,112.42570951585977
105.23042505592841,106.73090277777777,106.65544554455445,104.93002915451895,103.14126394052045,105.4798206278027
104.97733711048159,103.33416458852868,106.56584659913169,103.8478543563069,104.85607008760951,108.86736214605067
104.10450160771704,105.51277013752456,106.58052434456928,103.94992846924177,104.16016713091922,105.72881355932203
102.65327380952381,105.48614958448753,106.30791788856305,108.31960227272727,106.93514644351464,106.59972677595628
102.37735849056604,105.21279554937414,106.28977272727273,105.83015597920277,111.07445255474452,106.38105263157895
103.29024081115335,106.01530612244898,106.60732984293193,104.22651933701657,105.0223880597015,105.91127098321343
103.00474495848161,105.98759689922481,106.25722983257229,105.86875891583452,107.19621109607577,102.79511533242876
104.34292565947243,105.45918367346938,106.75547445255475,105.4228791773779,105.6824644549763,107.09672386895475
104.2411214953271,105.55172413793103,104.84615384615384,104.95541401273886,110.99560761346999,123.63116057233704
104.86686390532545,105.78196721311475,106.99481865284974,105.2544080604534,107.61633663366337,124.89573459715639
104.72784810126582,104.8976833976834,104.31449631449631,104.7221238938053,105.12423873325213,266.3630573248408
103.65479452054795,104.191091954023,106.55338345864662,105.6359102244389,112.50546448087432,194.74658573596358
103.50166666666667,103.24410774410775,104.36295180722891,106.08893280632411,106.00407608695652,131.15151515151516
104.37333333333333,105.57781201848998,104.61607142857143,105.30879712746858,108.91627906976744,279.6901408450704
103.92695652173913,105.70049916805324,107.09368635437882,105.01076923076923,125.95,159.70182992465016
103.98275862068965,105.87264150943396,106.41528239202658,103.11650485436893,106.00398406374502,117.84023668639053
103.3003663003663,105.9689578713969,106.41213063763608,104.05248226950354,342.91274238227146,180.44230769230768
105.55587808417997,105.63892288861689,107.03056318681318,103.32448036951502,104.79227053140097,118.62843295638126
104.27227722772277,105.55631399317406,106.58823529411765,106.51886792452831,111.82207207207207,306.4960505529226
104.14098360655737,105.8317880794702,106.0583596214511,102.77074542897327,156.89965397923876,172.34928716904278
104.85023400936038,105.04291044776119,106.95542635658914,105.8188679245283,145.26438356164383,124.24742268041237
105.18114602587801,103.75642458100559,105.41438356164383,105.3442265795207,107.60762942779292,107.04551365409623
104.61178509532063,105.79293739967898,104.46511627906976,105.2595041322314,112.62218649517685,110.639798488665
104.40610687022901,104.49661399548533,105.98095238095237,103.42380952380952,105.48560209424083,127.96947674418605
103.68566176470588,105.23328964613368,105.98601398601399,104.78955007256894,106.80616740088105,110.64308176100629
104.20907297830375,105.74363327674024,105.51374570446735,103.7452229299363,103.98145695364238,119.45350734094616
105.22977346278317,103.57142857142857,106.36928104575163,102.98319327731092,103.59,239.02729257641923
103.09552845528455,105.42568542568543,107.22376543209876,104.43263473053892,123.83778625954199,203.16756032171583
102.98652291105121,105.39137645107795,106.45821325648414,104.85504885993485,113.2919540229885,117.63265306122449
104.69245283018869,102.90726817042606,105.86460032626428,102.0547619047619,128.04370179948586,242.36680613668062
105.01526717557252,104.56613756613757,106.73993288590604,104.28374655647383,111.8157894736842,119.16105417276721
105.04830917874396,105.57342657342657,104.97554347826087,102.3389544688027,108.53476821192054,108.53901996370236
105.03008423586041,105.27151051625239,105.71150971599403,103.16611842105263,107.46213093709885,102.54885057471265
103.50556438791733,103.82291666666667,106.43778110944528,103.20089285714286,108.00825309491059,112.04091653027824
103.91478029294274,104.10651828298887,106.8860544217687,103.19557823129252,109.01079622132254,108.04597701149426
104.94524495677233,105.94169096209913,107.68698060941828,104.2390625,108.00841346153847,132.0792349726776
104.39477503628447,105.2942238267148,106.99468791500664,103.32279534109817,106.29857819905213,131.936690647482
105.92905405405405,105.83747609942638,106.79351535836177,103.4,108.42419825072886,111.4717607973422
104.65583173996176,106.04129263913823,106.93867120954003,102.03448275862068,106.2156862745098,123.99265605875154
104.46275752773376,102.49473684210527,105.19174041297936,104.40816326530613,108.75507765830346,194.85530085959886
103.42668863261945,105.5359565807327,105.84728340675477,104.03250773993808,106.55266418835193,134.48130841121494
104.56937799043062,106.58642972536349,107.05714285714286,104.15078407720145,106.23723228995058,256.23768472906403
103.30675675675676,105.5378221113882,106.27554744525547,105.16363636363636,108.34394904458598,121.47236842105264
105.5965909090909,104.95729013254787,106.9635761589404,103.97556719022688,107.70358306188925,121.16689847009735
103.3070987654321,106.16546762589928,106.74621848739496,103.36636636636636,109.59363957597174,130.5127551020408
104.54802259887006,105.753339269813,106.67826086956522,103.86538461538461,115.97709923664122,180.64374140302613
105.40483870967742,105.48410404624278,105.88697318007662,127.91699092088197,112.63973063973064,115.99561403508773
105.12121212121212,104.57816711590297,103.44041450777202,104.49752475247524,106.31958762886597,113.6661514683153
102.86213235294117,105.96938775510205,107.08566433566433,104.75514874141876,107.16225165562913,117.36422764227642
104.801026957638,106.32528180354268,103.3406374501992,103.38720538720538,103.40829986613119,123.16502946954813
104.06527777777778,103.27956989247312,106.97077244258872,105.52747252747253,109.00858369098712,115.72450532724505
104.88665447897624,106.24508050089446,107.17073170731707,108.6867469879518,116.43648648648649,136.3463768115942
104.86845637583893,106.68861454046639,105.70167427701675,104.21180555555556,104.93039215686275,170.27591036414566
104.57244655581948,106.40121580547113,103.49175824175825,103.81742738589212,108.75038520801233,111.07683741648107
104.5909090909091,105.8587786259542,106.4921875,104.4375,107.28092485549134,116.8172514619883
105.34703196347031,105.80481622306718,106.91785714285714,103.9341021416804,107.51141552511416,132.0753138075314
105.41768707482993,104.82738944365192,106.29979035639413,104.4920634920635,197.57806691449815,112.6896551724138
104.60601719197707,105.83724569640063,106.84779050736498,104.41543513957308,109.70163934426229,138.89197530864197
104.8848368522073,105.22673434856176,105.1144578313253,104.6309963099631,106.01888772298007,114.81381381381381
105.76410256410256,105.20197044334975,107.21739130434783,104.16666666666667,151.19626168224298,102.8495145631068
103.23106796116505,105.94610778443113,106.07070707070707,104.21126760563381,107.28985507246377,162.5921717171717
105.5608214849921,103.66104294478528,102.57849462365591,103.3094688221709,106.09642857142858,107.75881261595548
104.25935162094763,103.71788990825688,107.06396255850234,104.04419889502762,107.85766423357664,193.5841035120148
104.96055979643766,106.45053475935829,105.9280303030303,104.00569800569801,113.54172989377845,164.47213114754098
105.21746575342466,106.35337650323774,105.80085653104925,103.73529411764706,108.28111111111112,156.72037914691944
105.81715575620767,106.49186046511628,106.80811808118081,102.17241379310344,107.66618075801749,128.5704697986577
105.45484400656814,103.83883751651256,106.53521126760563,103.41338582677166,111.52,122.84593837535014
105.57452574525745,104.56173913043479,104.94394213381555,104.16308470290771,107.94858611825192,103.77117711771177
105.65523809523809,103.59593908629442,106.87453183520599,104.79696616102684,108.53503184713375,114.60738255033557
105.41134751773049,106.03678474114442,107.42722117202268,103.75770020533881,107.8783422459893,106.91786903440621
105.48638838475499,105.7092882991556,106.44294294294295,105.12341197822141,107.33063583815029,102.73481481481481
105.2078125,105.38015267175572,106.85823754789271,104.24307036247335,110.55254777070064,102.91221826809016
102.65666041275797,106.11951219512196,105.93399339933994,103.99473684210527,133.87277353689566,228.1012658227848
104.43300970873787,103.98985507246377,106.93700787401575,103.2536231884058,107.3489425981873,120.23162274618585
103.07010014306151,105.07594936708861,107.78504672897196,103.6263940520446,107.75083056478405,101.83427495291902
102.55925925925926,104.96641791044776,106.29338842975207,105.11023622047244,108.10201511335012,159.0677966101695
104.62477876106195,106.05610561056106,105.92845257903494,104.13387096774194,106.6007702182285,181.04066985645932
